Name,Season,Injury,From date,Till date,Days missed
Japhet Tanganga,23/24,Knee problems,"Aug 1, 2023","Oct 29, 2023",89 days
Japhet Tanganga,22/23,Knock,"Oct 10, 2022","Oct 17, 2022",7 days
Japhet Tanganga,21/22,Knee injury,"Feb 4, 2022","Jun 30, 2022",146 days
Japhet Tanganga,20/21,Shoulder injury,"Dec 15, 2020","Dec 26, 2020",11 days
Japhet Tanganga,20/21,Thigh problems,"Sep 30, 2020","Nov 25, 2020",56 days
Japhet Tanganga,20/21,Hamstring strain,"Aug 22, 2020","Sep 28, 2020",37 days
Japhet Tanganga,19/20,Back problems,"Jun 15, 2020","Jul 10, 2020",25 days
Ashley Phillips,23/24,Ankle injury,"Nov 24, 2023","Dec 21, 2023",27 days
Joe Rodon,22/23,flu,"Nov 4, 2022","Nov 7, 2022",3 days
Joe Rodon,21/22,unknown injury,"Aug 16, 2021","Sep 7, 2021",22 days
Joe Rodon,19/20,Ankle injury,"Feb 13, 2020","Feb 15, 2020",2 days
Joe Rodon,19/20,Ankle injury,"Oct 25, 2019","Jan 20, 2020",87 days
Joe Rodon,18/19,Metatarsal fracture,"Jan 19, 2019","Apr 4, 2019",75 days
Lucas Paqueta,23/24,Calf injury,"Jan 7, 2024","Feb 21, 2024",45 days
Lucas Paqueta,22/23,Foot injury,"Apr 7, 2023","Apr 13, 2023",6 days
Lucas Paqueta,22/23,Shoulder injury,"Feb 11, 2023","Feb 21, 2023",10 days
Lucas Paqueta,22/23,Shoulder injury,"Oct 17, 2022","Nov 5, 2022",19 days
Lucas Paqueta,19/20,Thigh problems,"Sep 22, 2019","Sep 28, 2019",6 days
Lucas Paqueta,18/19,Ankle sprain,"Apr 2, 2019","Apr 17, 2019",15 days
Danny Ings,22/23,Knee injury,"Jan 21, 2023","Jan 21, 2023",0 days
Danny Ings,20/21,Knock,"Jan 6, 2021","Jan 25, 2021",19 days
Danny Ings,20/21,Hamstring injury,"Dec 20, 2020","Dec 28, 2020",8 days
Danny Ings,20/21,Knee injury,"Nov 2, 2020","Dec 6, 2020",34 days
Danny Ings,18/19,Hamstring injury,"Feb 3, 2019","Mar 30, 2019",55 days
Danny Ings,18/19,Hamstring injury,"Jan 3, 2019","Jan 18, 2019",15 days
Danny Ings,18/19,Hamstring injury,"Nov 14, 2018","Dec 15, 2018",31 days
Danny Ings,18/19,Knock,"Aug 26, 2018","Aug 31, 2018",5 days
Danny Ings,16/17,Knee surgery,"Oct 26, 2016","Aug 10, 2017",288 days
Danny Ings,15/16,Cruciate ligament tear,"Oct 15, 2015","May 12, 2016",210 days
Danny Ings,14/15,Hamstring injury,"Sep 15, 2014","Oct 16, 2014",31 days
Danny Ings,13/14,Torn lateral ankle ligament,"Mar 13, 2014","Apr 7, 2014",25 days
Kurt Zouma,23/24,Ill,"Dec 24, 2023","Dec 29, 2023",5 days
Kurt Zouma,23/24,Knee problems,"Oct 30, 2023","Nov 10, 2023",11 days
Kurt Zouma,22/23,Hamstring injury,"Jan 27, 2023","Mar 4, 2023",36 days
Kurt Zouma,22/23,Knee injury,"Nov 12, 2022","Jan 9, 2023",58 days
Kurt Zouma,21/22,Ankle sprain,"Apr 18, 2022","Apr 25, 2022",7 days
Kurt Zouma,21/22,Hamstring injury,"Dec 6, 2021","Jan 17, 2022",42 days
Kurt Zouma,20/21,Knock,"Feb 1, 2021","Feb 4, 2021",3 days
Kurt Zouma,20/21,Rest,"Dec 28, 2020","Dec 31, 2020",3 days
Kurt Zouma,17/18,Knee injury,"Mar 29, 2018","Apr 5, 2018",7 days
Kurt Zouma,15/16,Cruciate ligament tear,"Feb 8, 2016","Nov 21, 2016",287 days
Kurt Zouma,14/15,Knee injury,"May 11, 2015","Jul 2, 2015",52 days
Kurt Zouma,Dec-13,Ankle sprain,"Jan 28, 2013","Feb 7, 2013",10 days
Kurt Zouma,Dec-13,Ankle sprain,"Oct 25, 2012","Nov 8, 2012",14 days
Kurt Zouma,Dec-13,Knee problems,"Sep 13, 2012","Sep 20, 2012",7 days
Kurt Zouma,11-Dec,Knee surgery,"May 3, 2012","Aug 9, 2012",98 days
Alphonse Areola,18/19,Back injury,"Dec 20, 2018","Jan 4, 2019",15 days
Alphonse Areola,16/17,Ankle injury,"Nov 5, 2016","Nov 17, 2016",12 days
Alphonse Areola,15/16,Outer ligament problems,"Mar 14, 2016","Mar 21, 2016",7 days
Jarrod Bowen,23/24,Ankle problems,"Jan 7, 2024","Jan 19, 2024",12 days
Jarrod Bowen,19/20,Knock,"Jul 23, 2020","Jul 25, 2020",2 days
James Ward-Prowse,20/21,Hamstring injury,"Nov 8, 2020","Nov 22, 2020",14 days
James Ward-Prowse,19/20,Knee injury,"Feb 6, 2020","Feb 14, 2020",8 days
James Ward-Prowse,16/17,Injury to the ankle,"Jan 26, 2017","Jan 29, 2017",3 days
James Ward-Prowse,14/15,Broken foot,"Sep 20, 2014","Nov 29, 2014",70 days
Edson Alvarez,22/23,Knock,"Jan 11, 2023","Jan 13, 2023",2 days
Edson Alvarez,21/22,Knee problems,"Feb 2, 2022","Feb 5, 2022",3 days
Edson Alvarez,18/19,Muscle injury,"Dec 8, 2018","Dec 12, 2018",4 days
Emerson Palmieri,21/22,Corona virus,"Jan 18, 2022","Jan 25, 2022",7 days
Emerson Palmieri,21/22,unknown injury,"Sep 8, 2021","Sep 11, 2021",3 days
Emerson Palmieri,19/20,Hamstring injury,"Sep 10, 2019","Oct 20, 2019",40 days
Emerson Palmieri,18/19,Knock,"Sep 13, 2018","Sep 25, 2018",12 days
Emerson Palmieri,17/18,Cruciate ligament tear,"May 29, 2017","Nov 2, 2017",157 days
Emerson Palmieri,16/17,Tendonitis,"Apr 6, 2017","Apr 20, 2017",14 days
Emerson Palmieri,16/17,Calf muscle tear,"Oct 31, 2016","Nov 14, 2016",14 days
Emerson Palmieri,14/15,Knock,"Apr 2, 2015","May 14, 2015",42 days
Mohammed Kudus,23/24,minor knock,"Jul 24, 2023","Aug 5, 2023",12 days
Mohammed Kudus,22/23,Hamstring injury,"Apr 7, 2023","May 5, 2023",28 days
Mohammed Kudus,22/23,Ill,"Jan 7, 2023","Jan 13, 2023",6 days
Mohammed Kudus,21/22,Rib fracture,"Nov 15, 2021","Feb 6, 2022",83 days
Mohammed Kudus,21/22,Ankle injury,"Jul 16, 2021","Sep 16, 2021",62 days
Mohammed Kudus,20/21,Fitness,"Jan 14, 2021","Feb 9, 2021",26 days
Mohammed Kudus,20/21,Meniscus injury,"Oct 22, 2020","Jan 9, 2021",79 days
Mohammed Kudus,20/21,Knock,"Oct 2, 2020","Oct 9, 2020",7 days
Tomas Soucek,20/21,Quarantine,"Sep 3, 2020","Sep 8, 2020",5 days
Tomas Soucek,19/20,muscular problems,"Feb 25, 2020","Mar 5, 2020",9 days
Michail Antonio,23/24,Knee injury,"Nov 18, 2023","Feb 12, 2024",86 days
Michail Antonio,20/21,Muscle injury,"Apr 6, 2021","Apr 29, 2021",23 days
Michail Antonio,20/21,Knock,"Feb 7, 2021","Feb 16, 2021",9 days
Michail Antonio,20/21,Muscle strain,"Dec 2, 2020","Dec 28, 2020",26 days
Michail Antonio,20/21,Hamstring injury,"Oct 25, 2020","Nov 29, 2020",35 days
Michail Antonio,20/21,Hamstring injury,"Oct 19, 2020","Oct 23, 2020",4 days
Michail Antonio,19/20,Groin injury,"Jan 26, 2020","Jan 31, 2020",5 days
Michail Antonio,19/20,Muscle strain,"Dec 30, 2019","Jan 21, 2020",22 days
Michail Antonio,19/20,Hamstring injury,"Aug 29, 2019","Nov 22, 2019",85 days
Michail Antonio,18/19,Ankle injury,"Aug 26, 2018","Aug 31, 2018",5 days
Michail Antonio,17/18,Hamstring injury,"Mar 31, 2018","Aug 10, 2018",132 days
Michail Antonio,17/18,Calf problems,"Dec 23, 2017","Feb 2, 2018",41 days
Michail Antonio,17/18,Bruised ribs,"Oct 20, 2017","Nov 28, 2017",39 days
Michail Antonio,16/17,Hamstring injury,"Apr 8, 2017","Aug 10, 2017",124 days
Michail Antonio,16/17,Hamstring injury,"Mar 18, 2017","Apr 4, 2017",17 days
Maxwel Cornet,22/23,Calf injury,"Oct 5, 2022","Mar 5, 2023",151 days
Maxwel Cornet,21/22,Knee problems,"Apr 22, 2022","May 5, 2022",13 days
Maxwel Cornet,21/22,Hamstring injury,"Dec 4, 2021","Dec 31, 2021",27 days
Maxwel Cornet,19/20,ankle sprain,"Feb 29, 2020","Mar 4, 2020",4 days
Maxwel Cornet,19/20,Hip bruise,"Dec 5, 2019","Dec 10, 2019",5 days
Maxwel Cornet,19/20,Muscle contusion,"Oct 2, 2019","Oct 6, 2019",4 days
Maxwel Cornet,18/19,Heel problems,"Mar 1, 2019","Mar 5, 2019",4 days
Maxwel Cornet,18/19,Leg injury,"Dec 5, 2018","Dec 22, 2018",17 days
Maxwel Cornet,18/19,Knee problems,"Dec 5, 2018","Dec 22, 2018",17 days
Maxwel Cornet,18/19,allergic reaction,"Oct 27, 2018","Oct 27, 2018",0 days
Maxwel Cornet,18/19,Heel problems,"Sep 26, 2018","Sep 26, 2018",0 days
Maxwel Cornet,18/19,Arch problems,"Aug 20, 2018","Aug 27, 2018",7 days
Lukasz Fabianski,20/21,Arm injury,"Feb 26, 2021","Mar 5, 2021",7 days
Lukasz Fabianski,20/21,Muscle strain,"Dec 30, 2020","Jan 15, 2021",16 days
Lukasz Fabianski,19/20,Hip injury,"Jan 11, 2020","Jan 27, 2020",16 days
Lukasz Fabianski,19/20,Hip injury,"Sep 28, 2019","Jan 1, 2020",95 days
Lukasz Fabianski,19/20,Groin injury,"Aug 8, 2019","Aug 9, 2019",1 days
Lukasz Fabianski,18/19,Arm injury,"Jan 31, 2019","Feb 3, 2019",3 days
Lukasz Fabianski,Dec-13,Rib fracture,"Apr 14, 2013","May 10, 2013",26 days
Lukasz Fabianski,Dec-13,Ankle surgery,"Oct 20, 2012","Jan 22, 2013",94 days
Lukasz Fabianski,Dec-13,Shoulder injury,"Sep 11, 2012","Oct 19, 2012",38 days
Lukasz Fabianski,11-Dec,Shoulder injury,"May 26, 2012","Jul 2, 2012",37 days
Lukasz Fabianski,10-Nov,Shoulder injury,"Jan 8, 2011","May 23, 2011",135 days
Lukasz Fabianski,10-Nov,Hip problems,"Dec 11, 2010","Dec 27, 2010",16 days
Lukasz Fabianski,09-Oct,Thigh problems,"Nov 20, 2009","Nov 29, 2009",9 days
Lukasz Fabianski,09-Oct,Knee problems,"Aug 12, 2009","Oct 12, 2009",61 days
Nayef Aguerd,23/24,Ill,"Dec 19, 2023","Dec 29, 2023",10 days
Nayef Aguerd,22/23,Knock,"May 19, 2023","May 25, 2023",6 days
Nayef Aguerd,22/23,minor knock,"Oct 27, 2022","Oct 31, 2022",4 days
Nayef Aguerd,22/23,Ankle injury,"Jul 18, 2022","Oct 24, 2022",98 days
Nayef Aguerd,21/22,Ill,"Apr 14, 2022","Apr 18, 2022",4 days
Nayef Aguerd,21/22,Injury to the ankle,"Dec 20, 2021","Dec 27, 2021",7 days
Nayef Aguerd,20/21,Corona virus,"Nov 23, 2020","Dec 7, 2020",14 days
Nayef Aguerd,19/20,Ankle injury,"Nov 7, 2019","Jan 27, 2020",81 days
Nayef Aguerd,18/19,Hamstring strain,"May 23, 2019","Jun 3, 2019",11 days
Nayef Aguerd,18/19,Knee injury,"Mar 28, 2019","Apr 18, 2019",21 days
Nayef Aguerd,18/19,Groin strain,"Dec 6, 2018","Jan 21, 2019",46 days
Konstantinos Mavropanos,23/24,Knock,"Apr 20, 2024","May 13, 2024",23 days
Konstantinos Mavropanos,23/24,Adductor pain,"Aug 15, 2023","Aug 22, 2023",7 days
Konstantinos Mavropanos,22/23,Shin injury,"May 4, 2023","May 15, 2023",11 days
Konstantinos Mavropanos,22/23,Head injury,"Jan 25, 2023","Jan 30, 2023",5 days
Konstantinos Mavropanos,22/23,muscular problems,"Oct 27, 2022","Nov 3, 2022",7 days
Konstantinos Mavropanos,21/22,Fitness,"Jan 3, 2022","Jan 13, 2022",10 days
Konstantinos Mavropanos,21/22,Corona virus,"Dec 27, 2021","Jan 3, 2022",7 days
Konstantinos Mavropanos,21/22,Torn muscle fiber,"Oct 28, 2021","Nov 18, 2021",21 days
Konstantinos Mavropanos,20/21,Adductor pain,"Dec 21, 2020","Dec 31, 2020",10 days
Konstantinos Mavropanos,20/21,Meniscus tear,"Oct 8, 2020","Nov 23, 2020",46 days
Konstantinos Mavropanos,20/21,Groin injury,"Aug 31, 2020","Oct 5, 2020",35 days
Konstantinos Mavropanos,19/20,Head injury,"Jun 11, 2020","Jun 18, 2020",7 days
Konstantinos Mavropanos,19/20,Pelvic injury,"Feb 24, 2020","Mar 9, 2020",14 days
Konstantinos Mavropanos,19/20,Groin injury,"Aug 8, 2019","Oct 7, 2019",60 days
Konstantinos Mavropanos,18/19,Groin strain,"Sep 10, 2018","Jan 14, 2019",126 days
Vladimir Coufal,22/23,Hamstring injury,"May 3, 2023","May 16, 2023",13 days
Vladimir Coufal,21/22,Groin surgery,"Feb 14, 2022","Apr 1, 2022",46 days
Vladimir Coufal,18/19,Muscle injury,"Apr 10, 2019","Apr 25, 2019",15 days
Vladimir Coufal,18/19,Injury to abdominal muscles,"Nov 4, 2018","Nov 25, 2018",21 days
Vladimir Coufal,16/17,Knee bruise,"Feb 26, 2017","May 10, 2017",73 days
Flynn Downes,21/22,Corona virus,"Aug 19, 2021","Aug 29, 2021",10 days
Flynn Downes,20/21,Knee injury,"Oct 4, 2020","Dec 31, 2020",88 days
Pablo Sarabia,22/23,Injury to the ankle,"Aug 30, 2022","Sep 1, 2022",2 days
Pablo Sarabia,20/21,Thigh problems,"Mar 16, 2021","Apr 2, 2021",17 days
Pablo Sarabia,20/21,Foot injury,"Feb 20, 2021","Feb 26, 2021",6 days
Pablo Sarabia,20/21,Hamstring injury,"Nov 30, 2020","Dec 23, 2020",23 days
Pablo Sarabia,19/20,Rest,"Feb 14, 2020","Feb 16, 2020",2 days
Pablo Sarabia,19/20,Knock,"Sep 19, 2019","Sep 23, 2019",4 days
Pablo Sarabia,18/19,Muscle injury,"Apr 16, 2019","Apr 23, 2019",7 days
Pablo Sarabia,18/19,Muscle injury,"Mar 15, 2019","Apr 3, 2019",19 days
Pablo Sarabia,15/16,Shoulder injury,"Jan 29, 2016","Feb 11, 2016",13 days
Nelson Semedo,22/23,Hamstring injury,"Apr 30, 2022","Aug 12, 2022",104 days
Nelson Semedo,19/20,Muscle injury,"Nov 10, 2019","Dec 13, 2019",33 days
Nelson Semedo,19/20,ankle sprain,"Sep 8, 2019","Sep 12, 2019",4 days
Nelson Semedo,18/19,Knee problems,"Dec 15, 2018","Dec 20, 2018",5 days
Nelson Semedo,17/18,Hamstring injury,"Feb 25, 2018","Mar 30, 2018",33 days
Nelson Semedo,17/18,Tonsillitis,"Jan 13, 2018","Jan 16, 2018",3 days
Nelson Semedo,15/16,Knee injury,"Oct 11, 2015","Jan 19, 2016",100 days
Matheus Cunha,22/23,Muscle injury,"Sep 2, 2022","Sep 9, 2022",7 days
Matheus Cunha,21/22,Knee injury,"Feb 17, 2022","Mar 31, 2022",42 days
Matheus Cunha,21/22,Muscle injury,"Oct 1, 2021","Oct 18, 2021",17 days
Matheus Cunha,20/21,Ankle injury,"May 10, 2021","Jun 13, 2021",34 days
Matheus Cunha,20/21,Hamstring injury,"Feb 28, 2021","Mar 15, 2021",15 days
Matheus Cunha,20/21,Groin problems,"Jan 9, 2021","Jan 14, 2021",5 days
Matheus Cunha,19/20,concussion,"May 28, 2020","Jun 10, 2020",13 days
Matheus Cunha,19/20,Quarantine,"Mar 17, 2020","Mar 31, 2020",14 days
Matheus Cunha,19/20,Ill,"Jan 19, 2020","Jan 22, 2020",3 days
Matt Doherty,21/22,Internal ligament tear,"Apr 10, 2022","Jul 10, 2022",91 days
Matt Doherty,21/22,unknown injury,"Oct 13, 2021","Oct 26, 2021",13 days
Matt Doherty,20/21,Muscle injury,"Apr 1, 2021","Apr 30, 2021",29 days
Matt Doherty,20/21,unknown injury,"Jan 16, 2021","Jan 26, 2021",10 days
Matt Doherty,20/21,Corona virus,"Nov 16, 2020","Nov 25, 2020",9 days
Matt Doherty,19/20,Knee injury,"Aug 26, 2019","Sep 13, 2019",18 days
Matt Doherty,19/20,Ill,"Aug 21, 2019","Aug 24, 2019",3 days
Matt Doherty,18/19,Knock,"Feb 18, 2019","Feb 22, 2019",4 days
Matt Doherty,18/19,Facial fracture,"Nov 12, 2018","Nov 24, 2018",12 days
Matt Doherty,18/19,Knock,"Aug 19, 2018","Aug 24, 2018",5 days
Pedro Neto,23/24,Hamstring injury,"Mar 10, 2024","May 16, 2024",67 days
Pedro Neto,23/24,Hamstring injury,"Oct 28, 2023","Dec 25, 2023",58 days
Pedro Neto,22/23,Ankle injury,"Oct 1, 2022","Feb 5, 2023",127 days
Pedro Neto,20/21,Knee injury,"Apr 12, 2021","Feb 3, 2022",297 days
Pedro Neto,19/20,Muscle injury,"Jul 13, 2020","Jul 16, 2020",3 days
Pedro Neto,19/20,Knock,"Jul 2, 2020","Jul 13, 2020",11 days
Pedro Neto,19/20,Calf injury,"Oct 7, 2019","Oct 28, 2019",21 days
Pedro Neto,18/19,Knock,"Mar 25, 2019","Apr 8, 2019",14 days
Pedro Neto,17/18,Knock,"Feb 15, 2018","Mar 12, 2018",25 days
Craig Dawson,19/20,Head injury,"Nov 24, 2019","Dec 13, 2019",19 days
Craig Dawson,17/18,Knee injury,"Oct 21, 2017","Dec 26, 2017",66 days
Mario Lemina,21/22,heart problems,"Jan 13, 2022","Jan 21, 2022",8 days
Mario Lemina,21/22,Corona virus,"Jan 6, 2022","Jan 12, 2022",6 days
Mario Lemina,20/21,Knock,"Dec 21, 2020","Jan 18, 2021",28 days
Mario Lemina,20/21,Achilles tendon problems,"Nov 2, 2020","Nov 8, 2020",6 days
Mario Lemina,20/21,Knock,"Sep 27, 2020","Oct 17, 2020",20 days
Mario Lemina,19/20,Hamstring strain,"Jun 28, 2020","Jul 25, 2020",27 days
Mario Lemina,19/20,Hamstring injury,"Feb 16, 2020","Mar 4, 2020",17 days
Mario Lemina,19/20,Knock,"Dec 14, 2019","Dec 26, 2019",12 days
Mario Lemina,19/20,Hamstring strain,"Dec 1, 2019","Dec 5, 2019",4 days
Mario Lemina,19/20,Hamstring injury,"Sep 28, 2019","Oct 23, 2019",25 days
Mario Lemina,18/19,Abdominal muscle strain,"Dec 29, 2018","Apr 20, 2019",112 days
Mario Lemina,18/19,Abdominal muscle strain,"Dec 15, 2018","Dec 21, 2018",6 days
Mario Lemina,18/19,Hamstring strain,"Nov 5, 2018","Nov 9, 2018",4 days
Mario Lemina,18/19,Knee injury,"Oct 21, 2018","Oct 26, 2018",5 days
Mario Lemina,17/18,Ankle injury,"Oct 25, 2017","Nov 18, 2017",24 days
Jean-Ricner Bellegarde,23/24,Calf injury,"Oct 22, 2023","Nov 2, 2023",11 days
Jean-Ricner Bellegarde,22/23,ankle sprain,"Jan 15, 2023","Mar 14, 2023",58 days
Jean-Ricner Bellegarde,20/21,Thigh problems,"Dec 1, 2020","Dec 14, 2020",13 days
Jean-Ricner Bellegarde,19/20,Knee injury,"Dec 3, 2019","Jan 3, 2020",31 days
Santiago Bueno,23/24,Hamstring injury,"Apr 25, 2024","Apr 30, 2024",5 days
Santiago Bueno,22/23,Hamstring injury,"May 24, 2023","Aug 21, 2023",89 days
Santiago Bueno,21/22,Adductor injury,"Apr 16, 2022","Apr 26, 2022",10 days
Santiago Bueno,21/22,Knee injury,"Jul 22, 2021","Sep 6, 2021",46 days
Santiago Bueno,17/18,Muscle injury,"Apr 23, 2018","May 23, 2018",30 days
Santiago Bueno,17/18,muscular problems,"Apr 1, 2018","Apr 11, 2018",10 days
Santiago Bueno,17/18,Ankle injury,"Nov 21, 2017","Dec 14, 2017",23 days
Jose Sa,21/22,unknown injury,"May 24, 2022","Jul 20, 2022",57 days
Jose Sa,20/21,Hand injury,"Aug 1, 2020","Sep 20, 2020",50 days
Jose Sa,18/19,unknown injury,"Jul 1, 2018","Aug 14, 2018",44 days
Max Kilman,21/22,Bruise on ankle,"Apr 22, 2022","May 31, 2022",39 days
Rayan Ait-Nouri,22/23,Ill,"Oct 17, 2022","Oct 22, 2022",5 days
Rayan Ait-Nouri,21/22,Groin injury,"Dec 14, 2021","Dec 31, 2021",17 days
Rayan Ait-Nouri,21/22,Head injury,"Sep 22, 2021","Oct 2, 2021",10 days
Rayan Ait-Nouri,20/21,Groin injury,"Jan 28, 2021","Feb 10, 2021",13 days
Rayan Ait-Nouri,20/21,bruise,"Nov 9, 2020","Nov 22, 2020",13 days
Rayan Ait-Nouri,20/21,Virus,"Aug 20, 2020","Sep 15, 2020",26 days
Rayan Ait-Nouri,19/20,Broken jaw,"Jan 13, 2020","Mar 31, 2020",78 days
Rayan Ait-Nouri,19/20,Ill,"Nov 29, 2019","Dec 2, 2019",3 days
Rayan Ait-Nouri,19/20,Ankle injury,"Oct 6, 2019","Oct 21, 2019",15 days
Rayan Ait-Nouri,18/19,Groin strain,"Oct 26, 2018","Nov 7, 2018",12 days
Rayan Ait-Nouri,18/19,Groin injury,"Aug 14, 2018","Aug 21, 2018",7 days
Rayan Ait-Nouri,17/18,Groin strain,"May 9, 2018","May 20, 2018",11 days
Daniel Bentley,20/21,Neck injury,"Oct 14, 2020","Oct 18, 2020",4 days
Hugo Bueno,21/22,unknown injury,"Aug 1, 2021","Aug 14, 2021",13 days
Joe Hodge,23/24,Hamstring injury,"Aug 31, 2023","Sep 30, 2023",30 days
Joe Hodge,20/21,Back injury,"Feb 23, 2021","Feb 27, 2022",369 days
